Frame,Landmark,X,Y,Z,Visibility
1,0,0.38685593008995056,0.4770512878894806,-0.13089558482170105,0.9983722567558289
1,1,0.38965466618537903,0.46830153465270996,-0.12252002954483032,0.9962097406387329
1,2,0.39148345589637756,0.4680633544921875,-0.12257348001003265,0.996141254901886
1,3,0.39343908429145813,0.46790048480033875,-0.12262354791164398,0.9968587160110474
1,4,0.38510528206825256,0.4686213433742523,-0.11861024796962738,0.9939959049224854
1,5,0.3838259279727936,0.4686671793460846,-0.11857078969478607,0.9911733269691467
1,6,0.38251739740371704,0.4687880873680115,-0.11856435984373093,0.9905195236206055
1,7,0.39862534403800964,0.47053879499435425,-0.06346183270215988,0.9940969944000244
1,8,0.3831971287727356,0.47183120250701904,-0.04691047593951225,0.9500740170478821
1,9,0.39081552624702454,0.48647457361221313,-0.10858748108148575,0.9983673691749573
1,10,0.38545528054237366,0.4875413477420807,-0.10395470261573792,0.9968265295028687
1,11,0.41266724467277527,0.5142017602920532,-0.040040239691734314,0.9998517036437988
1,12,0.37327447533607483,0.5226411819458008,0.0130039993673563,0.9975767731666565
1,13,0.43061718344688416,0.5709489583969116,-0.06907990574836731,0.9931432008743286
1,14,0.3609214425086975,0.5707141160964966,0.03462811931967735,0.6552186012268066
1,15,0.40138858556747437,0.582205593585968,-0.16025789082050323,0.9857036471366882
1,16,0.35312414169311523,0.6083503365516663,-0.03430742397904396,0.4519937038421631
1,17,0.3924907445907593,0.5842156410217285,-0.1846626102924347,0.9602673053741455
1,18,0.35271191596984863,0.617912232875824,-0.051633015275001526,0.3988134264945984
1,19,0.39174380898475647,0.5776847004890442,-0.18874214589595795,0.9602084755897522
1,20,0.35385358333587646,0.6153630018234253,-0.06460469961166382,0.41593122482299805
1,21,0.39395803213119507,0.577297568321228,-0.16254469752311707,0.9364041686058044
1,22,0.3558885455131531,0.611443042755127,-0.0418144129216671,0.38163870573043823
1,23,0.40219348669052124,0.6365013718605042,-0.005608531646430492,0.998579740524292
1,24,0.3786657452583313,0.6364157795906067,0.005710072815418243,0.9994719624519348
